80,09,01,017fef,fd967f,00c187,0d
80,09,02,0180a1,fd954b,00c1e7,0d
80,09,03,01814d,fd9432,00c227,0d
80,09,00,0181f0,fd9330,00c246,0d
80,09,01,01828a,fd9242,00c248,0d
80,09,02,01831d,fd9165,00c235,0d
80,09,03,0183aa,fd9096,00c212,0d
80,09,00,018433,fd8fd4,00c1e7,0d
80,09,01,0184b9,fd8f1a,00c1ba,0d
80,09,02,018540,fd8e65,00c194,0d
80,09,03,0185c3,fd8db5,00c177,0d
80,09,00,01863f,fd8d06,00c169,0d
80,09,01,0186af,fd8c57,00c168,0d
80,09,02,01871c,fd8ba5,00c178,0d
80,09,03,018788,fd8af0,00c195,0d
80,09,00,0187f2,fd8a3d,00c1c1,0d
80,09,01,01885b,fd898d,00c1f5,0d
80,09,02,0188c2,fd88e2,00c22d,0d
80,09,03,018925,fd883e,00c264,0d
80,09,00,018984,fd87a1,00c296,0d
80,09,01,0189df,fd870e,00c2c0,0d
80,09,02,018a35,fd8684,00c2dc,0d
80,09,03,018a85,fd8606,00c2ec,0d
80,09,00,018ad4,fd8594,00c2ee,0d
80,09,01,018b20,fd8530,00c2e4,0d
80,09,02,018b69,fd84d6,00c2d0,0d
80,09,03,018bb1,fd8487,00c2b4,0d
80,09,00,018bf4,fd843e,00c294,0d
80,09,01,018c35,fd83fa,00c271,0d
80,09,02,018c72,fd83bb,00c24e,0d
80,09,03,018cad,fd837d,00c231,0d
80,09,00,018ce8,fd8341,00c218,0d
80,09,01,018d1f,fd8305,00c206,0d
80,09,02,018d56,fd82c9,00c1fc,0d
80,09,03,018d8d,fd828e,00c1f9,0d
80,09,00,018dc4,fd8255,00c1fb,0d
80,09,01,018df9,fd821d,00c201,0d
80,09,02,018e2e,fd81e8,00c20a,0d
80,09,03,018e60,fd81b6,00c212,0d
80,09,00,018e90,fd8188,00c218,0d
80,09,01,018ebd,fd815f,00c21b,0d
80,09,02,018ee8,fd813c,00c21a,0d
80,09,03,018f10,fd811e,00c214,0d
80,09,00,018f36,fd8105,00c208,0d
80,09,01,018f5a,fd80f1,00c1f7,0d
80,09,02,018f7b,fd80e0,00c1e4,0d
80,09,03,018f9a,fd80d4,00c1cf,0d
80,09,00,018fb8,fd80ca,00c1ba,0d
80,09,01,018fd5,fd80c3,00c1a6,0d
80,09,02,018ff0,fd80be,00c192,0d
80,09,03,019009,fd80ba,00c180,0d
80,09,00,019021,fd80b7,00c170,0d
80,09,01,019038,fd80b7,00c162,0d
80,09,02,01904e,fd80b9,00c155,0d
80,09,03,019061,fd80be,00c147,0d
80,09,00,019074,fd80c5,00c138,0d
80,09,01,019085,fd80cd,00c128,0d
80,09,02,019095,fd80d8,00c114,0d
80,09,03,0190a3,fd80e6,00c0fd,0d
80,09,00,0190b0,fd80f6,00c0e4,0d
80,09,01,0190bb,fd8109,00c0c8,0d
80,09,02,0190c6,fd811e,00c0aa,0d
80,09,03,0190cf,fd8135,00c08a,0d
80,09,00,0190d7,fd814e,00c06a,0d
80,09,01,0190de,fd8168,00c04a,0d
80,09,02,0190e3,fd8182,00c02c,0d
80,09,03,0190e9,fd819d,00c010,0d
80,09,00,0190ed,fd81b9,00bff6,0d
80,09,01,0190f1,fd81d4,00bfde,0d
80,09,02,0190f5,fd81ee,00bfc9,0d
80,09,03,0190f8,fd8209,00bfb6,0d
80,09,00,0190f9,fd8222,00bfa6,0d
80,09,01,0190fb,fd823b,00bf96,0d
80,09,02,0190fc,fd8253,00bf87,0d
80,09,03,0190fd,fd826b,00bf77,0d
80,09,00,0190fc,fd8284,00bf69,0d
80,09,01,0190f9,fd829c,00bf59,0d
80,09,02,0190f6,fd82b6,00bf49,0d
80,09,03,0190f2,fd82ce,00bf38,0d
80,09,00,0190ee,fd82e9,00bf27,0d
80,09,01,0190e8,fd8303,00bf17,0d
80,09,02,0190e2,fd831f,00bf06,0d
80,09,03,0190dc,fd833a,00bef6,0d
80,09,00,0190d5,fd8355,00bee6,0d
80,09,01,0190ce,fd8372,00bed7,0d
80,09,02,0190c6,fd838e,00bec8,0d
80,09,03,0190be,fd83aa,00beba,0d
80,09,00,0190b6,fd83c5,00beac,0d
80,09,01,0190ae,fd83e1,00be9d,0d
80,09,02,0190a5,fd83fe,00be8e,0d
80,09,03,01909c,fd841b,00be7f,0d
80,09,00,019092,fd8437,00be6e,0d
80,09,01,019086,fd8456,00be5d,0d
80,09,02,01907b,fd8475,00be4c,0d
80,09,03,019070,fd8494,00be3a,0d
80,09,00,019064,fd84b4,00be28,0d
80,09,01,019057,fd84d5,00be18,0d
80,09,02,019049,fd84f5,00be07,0d
80,09,03,01903c,fd8515,00bdf7,0d
80,09,00,01902e,fd8535,00bde9,0d
80,09,01,019020,fd8554,00bddb,0d
80,09,02,019012,fd8573,00bdce,0d
80,09,03,019004,fd8590,00bdc2,0d
80,09,00,018ff6,fd85af,00bdb8,0d
80,09,01,018fe7,fd85cb,00bdad,0d
80,09,02,018fd9,fd85e9,00bda3,0d
80,09,03,018fca,fd8606,00bd99,0d
80,09,00,018fbb,fd8624,00bd8f,0d
80,09,01,018fab,fd8641,00bd86,0d
80,09,02,018f9c,fd8660,00bd7c,0d
80,09,03,018f8c,fd867e,00bd72,0d
80,09,00,018f7d,fd869d,00bd68,0d
80,09,01,018f6c,fd86bb,00bd5c,0d
80,09,02,018f5e,fd86d9,00bd51,0d
80,09,03,018f4e,fd86f7,00bd45,0d
80,09,00,018f3e,fd8715,00bd39,0d
80,09,01,018f2e,fd8733,00bd2d,0d
80,09,02,018f1e,fd8752,00bd21,0d
80,09,03,018f0e,fd876f,00bd15,0d
80,09,00,018efd,fd878d,00bd0a,0d
80,09,01,018eed,fd87ab,00bcff,0d
80,09,02,018edd,fd87c8,00bcf5,0d
80,09,03,018ecc,fd87e6,00bcea,0d
80,09,00,018ebd,fd8804,00bcdf,0d
80,09,01,018ead,fd8821,00bcd5,0d
80,09,02,018e9d,fd883f,00bccc,0d
80,09,03,018e8d,fd885b,00bcc1,0d
80,09,00,018e7e,fd8878,00bcb7,0d
80,09,01,018e6e,fd8896,00bcac,0d
80,09,02,018e5f,fd88b3,00bca2,0d
80,09,03,018e4f,fd88d0,00bc97,0d
80,09,00,018e3e,fd88ed,00bc8d,0d
80,09,01,018e2d,fd890a,00bc83,0d
80,09,02,018e1c,fd8927,00bc78,0d
80,09,03,018e0c,fd8944,00bc6f,0d
80,09,00,018dfb,fd8961,00bc65,0d
80,09,01,018dea,fd897e,00bc5c,0d
80,09,02,018dda,fd899b,00bc52,0d
80,09,03,018dca,fd89b8,00bc4a,0d
80,09,00,018db9,fd89d5,00bc41,0d
80,09,01,018da8,fd89f2,00bc38,0d
80,09,02,018d98,fd8a0f,00bc30,0d
80,09,03,018d86,fd8a2c,00bc27,0d
80,09,00,018d75,fd8a49,00bc1e,0d
80,09,01,018d64,fd8a65,00bc15,0d
80,09,02,018d52,fd8a82,00bc0b,0d
80,09,03,018d41,fd8aa0,00bc02,0d
80,09,00,018d30,fd8abe,00bbf8,0d
80,09,01,018d1d,fd8adb,00bbed,0d
80,09,02,018d0c,fd8af8,00bbe3,0d
80,09,03,018cfa,fd8b16,00bbd8,0d
80,09,00,018ce8,fd8b35,00bbce,0d
80,09,01,018cd6,fd8b53,00bbc3,0d
80,09,02,018cc3,fd8b71,00bbba,0d
80,09,03,018cb1,fd8b90,00bbb0,0d
80,09,00,018c9f,fd8bae,00bba6,0d
80,09,01,018c8c,fd8bcd,00bb9c,0d
80,09,02,018c79,fd8bec,00bb92,0d
80,09,03,018c66,fd8c0b,00bb88,0d
80,09,00,018c53,fd8c29,00bb7e,0d
80,09,01,018c3f,fd8c47,00bb74,0d
80,09,02,018c2d,fd8c65,00bb6a,0d
80,09,03,018c19,fd8c84,00bb60,0d
80,09,00,018c07,fd8ca2,00bb56,0d
80,09,01,018bf4,fd8cc2,00bb4d,0d
80,09,02,018be0,fd8ce1,00bb42,0d
80,09,03,018bcc,fd8d01,00bb38,0d
80,09,00,018bb8,fd8d21,00bb2f,0d
80,09,01,018ba3,fd8d41,00bb25,0d
80,09,02,018b8f,fd8d63,00bb1b,0d
80,09,03,018b7a,fd8d83,00bb11,0d
80,09,00,018b65,fd8da4,00bb07,0d
80,09,01,018b4f,fd8dc6,00bafc,0d
80,09,02,018b3a,fd8de6,00baf2,0d
80,09,03,018b24,fd8e08,00bae7,0d
80,09,00,018b0e,fd8e29,00badc,0d
80,09,01,018af8,fd8e4a,00bad1,0d
80,09,02,018ae3,fd8e6c,00bac7,0d
80,09,03,018acd,fd8e8d,00babb,0d
80,09,00,018ab6,fd8eb0,00bab0,0d
80,09,01,018a9f,fd8ed3,00baa5,0d
80,09,02,018a89,fd8ef5,00ba9a,0d
80,09,03,018a71,fd8f19,00ba8f,0d
80,09,00,018a5a,fd8f3c,00ba83,0d
80,09,01,018a44,fd8f60,00ba77,0d
80,09,02,018a2d,fd8f84,00ba6c,0d
80,09,03,018a16,fd8fa7,00ba61,0d
80,09,00,018a00,fd8fca,00ba55,0d
80,09,01,0189e9,fd8fee,00ba49,0d
80,09,02,0189d1,fd9011,00ba3e,0d
80,09,03,0189ba,fd9034,00ba32,0d
80,09,00,0189a3,fd9058,00ba26,0d
80,09,01,01898b,fd907b,00ba1a,0d
80,09,02,018974,fd909f,00ba0f,0d
80,09,03,01895d,fd90c3,00ba04,0d
80,09,00,018946,fd90e7,00b9f9,0d
80,09,01,01892e,fd910b,00b9ee,0d
80,09,02,018917,fd912f,00b9e3,0d
80,09,03,0188ff,fd9154,00b9d8,0d
80,09,00,0188e8,fd9178,00b9cc,0d
